tau,s_tmp,cash,delta,pv,r_for,q,PL,,
1_6-th Autocalled,167.491,-0.0507761,0.00336451,0.563527,,,-0.0507761,-0.0387761,0
0_2-th Autocalled,301.843,1.043,0,1.046,,,-0.00300173,0.00899827,1
0_1-th Autocalled,293.877,1.02382,0,1.023,,,0.00081977,0.01281977,1
0_1-th Autocalled,293.46,1.02348,0,1.023,,,0.000483925,0.012483925,1
0_1-th Autocalled,313.085,1.02282,0,1.023,,,-0.000183996,0.011816004,1
0_6-th Autocalled,214.011,1.15096,0,1.138,,,0.0129614,0.0249614,1
0_1-th Autocalled,312.659,1.02816,0,1.023,,,0.00516053,0.01716053,1
0_1-th Autocalled,308.593,1.02345,0,1.023,,,0.000453931,0.012453931,1
0_1-th Autocalled,323.412,1.02504,0,1.023,,,0.00203979,0.01403979,1
0_1-th Autocalled,312.44,1.02471,0,1.023,,,0.00170887,0.01370887,1
0_1-th Autocalled,355.669,1.02292,0,1.023,,,-7.98E-05,0.011920195,1
0_6-th Autocalled,233.337,1.12909,0,1.138,,,-0.00891169,0.00308831,1
0_1-th Autocalled,302.829,1.02653,0,1.023,,,0.00352521,0.01552521,1
0_2-th Autocalled,302.466,1.04872,0,1.046,,,0.0027222,0.0147222,1
0_1-th Autocalled,301.551,1.01819,0,1.023,,,-0.00480536,0.00719464,1
0_3-th Autocalled,268.51,0.408237,0.00245422,1.069,,,-0.00178204,0.01021796,1
1_6-th Autocalled,194.621,4.99E-05,0.00336451,0.654805,,,4.99E-05,0.012049895,1
0_1-th Autocalled,309.829,1.0244,0,1.023,,,0.00139692,0.01339692,1
0_1-th Autocalled,310.778,1.0239,0,1.023,,,0.000903747,0.012903747,1
0_1-th Autocalled,297.839,1.0222,0,1.023,,,-0.000800876,0.011199124,1
0_1-th Autocalled,340.471,1.0235,0,1.023,,,0.00049709,0.01249709,1
0_1-th Autocalled,369.639,1.02417,0,1.023,,,0.00116983,0.01316983,1
0_1-th Autocalled,310.414,1.02595,0,1.023,,,0.00294625,0.01494625,1
0_1-th Autocalled,306.123,1.02554,0,1.023,,,0.00254347,0.01454347,1
0_1-th Autocalled,311.815,1.02306,0,1.023,,,5.62E-05,0.012056215,1
0_2-th Autocalled,336.603,1.0484,0,1.046,,,0.00239889,0.01439889,1
0_4-th Autocalled,317.794,1.10185,0,1.092,,,0.00984778,0.02184778,1
1_6-th Autocalled,199.429,-0.00573538,0.00336451,0.670982,,,-0.00573538,0.00626462,1
0_1-th Autocalled,309.988,1.02146,0,1.023,,,-0.00153598,0.01046402,1
0_3-th Autocalled,285.857,1.06675,0,1.069,,,-0.00225098,0.00974902,1
0_2-th Autocalled,307.75,1.04638,0,1.046,,,0.000384652,0.012384652,1
0_1-th Autocalled,297.63,1.02174,0,1.023,,,-0.00125977,0.01074023,1
0_5-th Autocalled,256.721,1.09722,0,1.115,,,-0.0177849,-0.0057849,0
0_1-th Autocalled,342.461,1.02093,0,1.023,,,-0.00206844,0.00993156,1
0_2-th Autocalled,306.556,1.04347,0,1.046,,,-0.00253144,0.00946856,1
0_1-th Autocalled,305.964,1.02327,0,1.023,,,0.000271828,0.012271828,1
0_1-th Autocalled,317.775,1.02137,0,1.023,,,-0.00163247,0.01036753,1
0_1-th Autocalled,293.607,1.02533,0,1.023,,,0.00233231,0.01433231,1
0_1-th Autocalled,298.817,1.02189,0,1.023,,,-0.00110974,0.01089026,1
0_1-th Autocalled,290.318,1.02656,0,1.023,,,0.00356127,0.01556127,1
0_1-th Autocalled,333.324,1.02271,0,1.023,,,-0.000294957,0.011705043,1
0_1-th Autocalled,296.658,1.01912,0,1.023,,,-0.00388169,0.00811831,1
0_1-th Autocalled,302.523,1.02465,0,1.023,,,0.00165213,0.01365213,1
0_4-th Autocalled,330.897,1.09478,0,1.092,,,0.00278468,0.01478468,1
0_2-th Autocalled,325.14,1.04184,0,1.046,,,-0.00416165,0.00783835,1
0_1-th Autocalled,339.964,1.02436,0,1.023,,,0.00135632,0.01335632,1
0_1-th Autocalled,296.918,1.02342,0,1.023,,,0.000417315,0.012417315,1
0_6-th Autocalled,226.081,1.11508,0,1.138,,,-0.0229244,-0.0109244,0
0_1-th Autocalled,293.706,1.0167,0,1.023,,,-0.00629732,0.00570268,1
0_1-th Autocalled,318.03,1.02317,0,1.023,,,0.000169328,0.012169328,1
0_1-th Autocalled,304.644,1.02708,0,1.023,,,0.00407625,0.01607625,1
0_1-th Autocalled,291.452,1.0205,0,1.023,,,-0.0024995,0.0095005,1
0_4-th Autocalled,279.362,1.08978,0,1.092,,,-0.00221828,0.00978172,1
0_2-th Autocalled,285.632,1.03557,0,1.046,,,-0.0104343,0.0015657,1
1_6-th Autocalled,182.52,-0.00190819,0.00336451,0.61409,,,-0.00190819,0.01009181,1
1_6-th Autocalled,185.802,-0.0357312,0.00336451,0.625134,,,-0.0357312,-0.0237312,0
0_1-th Autocalled,308.419,1.02488,0,1.023,,,0.0018793,0.0138793,1
0_6-th Autocalled,185.462,1.05834,0,1.138,,,-0.0796554,-0.0676554,0
0_1-th Autocalled,309.454,1.02203,0,1.023,,,-0.000973865,0.011026135,1
0_1-th Autocalled,287.129,1.0231,0,1.023,,,9.63E-05,0.012096346,1
0_1-th Autocalled,299.138,1.01981,0,1.023,,,-0.00318853,0.00881147,1
0_1-th Autocalled,297.012,1.02303,0,1.023,,,2.51E-05,0.012025097,1
0_1-th Autocalled,285.681,1.02057,0,1.023,,,-0.00243172,0.00956828,1
1_6-th Autocalled,193.891,-0.0166812,0.00336451,0.652348,,,-0.0166812,-0.0046812,0
0_1-th Autocalled,289.344,1.02514,0,1.023,,,0.00213924,0.01413924,1
1_6-th Autocalled,218.113,-0.0238225,0.00336451,0.733843,,,-0.0238225,-0.0118225,0
0_3-th Autocalled,303.951,1.06474,0,1.069,,,-0.0042576,0.0077424,1
0_1-th Autocalled,292.447,1.01857,0,1.023,,,-0.00442998,0.00757002,1
1_6-th Autocalled,114.597,0.00372136,0.00336451,0.385565,,,0.00372136,0.01572136,1
0_1-th Autocalled,302.775,1.02581,0,1.023,,,0.00280552,0.01480552,1
0_1-th Autocalled,321.268,1.02233,0,1.023,,,-0.000668292,0.011331708,1
0_1-th Autocalled,303.607,1.02511,0,1.023,,,0.00211075,0.01411075,1
0_1-th Autocalled,362.513,1.02332,0,1.023,,,0.000324328,0.012324328,1
0_1-th Autocalled,298.858,1.01889,0,1.023,,,-0.00410928,0.00789072,1
0_6-th Autocalled,195.651,1.13838,0,1.138,,,0.000380925,0.012380925,1
0_1-th Autocalled,311.674,1.02556,0,1.023,,,0.0025554,0.0145554,1
1_6-th Autocalled,188.669,-0.0140009,0.00336451,0.634779,,,-0.0140009,-0.0020009,0
0_1-th Autocalled,297.872,1.02465,0,1.023,,,0.00165095,0.01365095,1
0_1-th Autocalled,288.947,1.02484,0,1.023,,,0.00183986,0.01383986,1
0_1-th Autocalled,337.626,1.02282,0,1.023,,,-0.000184718,0.011815282,1
0_1-th Autocalled,314.352,1.01976,0,1.023,,,-0.00323787,0.00876213,1
0_2-th Autocalled,286.749,1.04636,0,1.046,,,0.000358231,0.012358231,1
0_6-th Autocalled,201.162,1.13795,0,1.138,,,-5.16E-05,0.01194842,1
0_2-th Autocalled,334.973,1.04899,0,1.046,,,0.00299205,0.01499205,1
0_1-th Autocalled,302.01,1.02528,0,1.023,,,0.00228089,0.01428089,1
0_1-th Autocalled,328.195,1.02686,0,1.023,,,0.00385872,0.01585872,1
0_1-th Autocalled,335.421,1.02369,0,1.023,,,0.000692226,0.012692226,1
0_1-th Autocalled,325.146,1.02311,0,1.023,,,0.000105059,0.012105059,1
0_1-th Autocalled,288.827,1.02145,0,1.023,,,-0.00155079,0.01044921,1
1_6-th Autocalled,200.327,-0.0349683,0.00336451,0.674001,,,-0.0349683,-0.0229683,0
0_1-th Autocalled,315.77,1.02244,0,1.023,,,-0.000562999,0.011437001,1
0_1-th Autocalled,294.771,1.01757,0,1.023,,,-0.00542514,0.00657486,1
0_1-th Autocalled,345.426,1.02342,0,1.023,,,0.000415414,0.012415414,1
0_1-th Autocalled,322.072,1.02208,0,1.023,,,-0.000920336,0.011079664,1
1_6-th Autocalled,161.476,-0.00153802,0.00336451,0.543289,,,-0.00153802,0.01046198,1
0_1-th Autocalled,320.923,1.02332,0,1.023,,,0.000324342,0.012324342,1
0_1-th Autocalled,285.053,1.01589,0,1.023,,,-0.0071142,0.0048858,1
0_1-th Autocalled,292.692,1.02152,0,1.023,,,-0.00147655,0.01052345,1
0_1-th Autocalled,304.195,1.02334,0,1.023,,,0.000344134,0.012344134,1
1_6-th Autocalled,203.663,0.00399718,0.00336451,0.685227,,,0.00399718,0.01599718,1
0_1-th Autocalled,297.634,1.01994,0,1.023,,,-0.00306327,0.00893673,1
0_1-th Autocalled,299.232,1.02239,0,1.023,,,-0.000610069,0.011389931,1
0_1-th Autocalled,322.752,1.02509,0,1.023,,,0.00209066,0.01409066,1
0_1-th Autocalled,285.289,1.01827,0,1.023,,,-0.00472686,0.00727314,1
0_1-th Autocalled,343.063,1.02339,0,1.023,,,0.000389057,0.012389057,1
0_6-th Autocalled,252.864,1.14483,0,1.138,,,0.00682832,0.01882832,1
0_1-th Autocalled,312.71,1.02112,0,1.023,,,-0.00187628,0.01012372,1
0_1-th Autocalled,305.216,1.02233,0,1.023,,,-0.000669136,0.011330864,1
0_1-th Autocalled,314.028,1.02061,0,1.023,,,-0.00238821,0.00961179,1
0_1-th Autocalled,312.014,1.02208,0,1.023,,,-0.000915863,0.011084137,1
0_1-th Autocalled,309.815,1.02556,0,1.023,,,0.00256024,0.01456024,1
0_1-th Autocalled,290.743,1.02278,0,1.023,,,-0.000216664,0.011783336,1
0_4-th Autocalled,268.744,1.72482,-0.00234428,1.092,,,0.00280696,0.01480696,1
0_3-th Autocalled,296.435,1.07111,0,1.069,,,0.00210892,0.01410892,1
0_2-th Autocalled,283.002,0.246604,0.00279095,1.046,,,-0.0095525,0.0024475,1
0_1-th Autocalled,284.878,1.01617,0,1.023,,,-0.00682849,0.00517151,1
1_6-th Autocalled,175.735,0.0037289,0.00336451,0.591264,,,0.0037289,0.0157289,1
0_1-th Autocalled,288.146,1.02033,0,1.023,,,-0.00266977,0.00933023,1
0_1-th Autocalled,354.45,1.02211,0,1.023,,,-0.000888529,0.011111471,1
0_1-th Autocalled,357.356,1.02028,0,1.023,,,-0.00271931,0.00928069,1
0_1-th Autocalled,321.162,1.02258,0,1.023,,,-0.000420427,0.011579573,1
0_5-th Autocalled,259.01,1.10772,0,1.115,,,-0.00728134,0.00471866,1
0_1-th Autocalled,308.447,1.0217,0,1.023,,,-0.00130321,0.01069679,1
0_1-th Autocalled,338.633,1.02446,0,1.023,,,0.00146495,0.01346495,1
0_1-th Autocalled,296.952,1.02409,0,1.023,,,0.00108592,0.01308592,1
0_6-th Autocalled,188.903,1.18219,0,1.138,,,0.0441905,0.0561905,1
0_1-th Autocalled,311.52,1.02312,0,1.023,,,0.000115339,0.012115339,1
0_2-th Autocalled,286.774,1.04051,0,1.046,,,-0.0054914,0.0065086,1
0_1-th Autocalled,321.125,1.02393,0,1.023,,,0.000925768,0.012925768,1
1_6-th Autocalled,202.397,-0.0109507,0.00336451,0.680967,,,-0.0109507,0.0010493,1
0_1-th Autocalled,300.716,1.01956,0,1.023,,,-0.0034387,0.0085613,1
0_1-th Autocalled,301.241,1.02613,0,1.023,,,0.00313255,0.01513255,1
0_1-th Autocalled,300.317,1.0282,0,1.023,,,0.00520005,0.01720005,1
0_3-th Autocalled,276.433,1.07514,0,1.069,,,0.00614031,0.01814031,1
0_1-th Autocalled,330.975,1.02447,0,1.023,,,0.00146906,0.01346906,1
0_1-th Autocalled,353.695,1.02328,0,1.023,,,0.000281334,0.012281334,1
0_1-th Autocalled,290.245,1.01981,0,1.023,,,-0.00319446,0.00880554,1
0_1-th Autocalled,336.176,1.02645,0,1.023,,,0.00344526,0.01544526,1
0_1-th Autocalled,314.188,1.01835,0,1.023,,,-0.00464735,0.00735265,1
0_1-th Autocalled,295.009,1.02727,0,1.023,,,0.00426764,0.01626764,1
0_2-th Autocalled,296.872,1.0413,0,1.046,,,-0.00470019,0.00729981,1
0_1-th Autocalled,311.919,1.02144,0,1.023,,,-0.00155843,0.01044157,1
0_1-th Autocalled,299.583,1.02421,0,1.023,,,0.00120686,0.01320686,1
0_1-th Autocalled,302.645,1.02097,0,1.023,,,-0.00202617,0.00997383,1
0_1-th Autocalled,304.34,1.02466,0,1.023,,,0.00166185,0.01366185,1
0_1-th Autocalled,327.679,1.02341,0,1.023,,,0.000406286,0.012406286,1
0_1-th Autocalled,305.731,1.02072,0,1.023,,,-0.00228046,0.00971954,1
0_1-th Autocalled,309.736,1.02695,0,1.023,,,0.00395276,0.01595276,1
0_1-th Autocalled,318.257,1.02419,0,1.023,,,0.00119351,0.01319351,1
0_1-th Autocalled,303.935,1.02125,0,1.023,,,-0.00174835,0.01025165,1
0_1-th Autocalled,311.028,1.02255,0,1.023,,,-0.000453075,0.011546925,1
0_6-th Autocalled,215.038,1.15869,0,1.138,,,0.0206929,0.0326929,1
0_2-th Autocalled,291.482,1.04431,0,1.046,,,-0.00168605,0.01031395,1
0_1-th Autocalled,311.932,1.02109,0,1.023,,,-0.00191278,0.01008722,1
0_2-th Autocalled,296.391,1.04102,0,1.046,,,-0.00497582,0.00702418,1
0_1-th Autocalled,289.163,1.01732,0,1.023,,,-0.00567837,0.00632163,1
0_1-th Autocalled,290.041,1.02084,0,1.023,,,-0.00215983,0.00984017,1
0_1-th Autocalled,317.402,1.02288,0,1.023,,,-0.000119578,0.011880422,1
0_1-th Autocalled,303.334,1.02453,0,1.023,,,0.001533,0.013533,1
0_1-th Autocalled,310.764,1.02201,0,1.023,,,-0.000986974,0.011013026,1
0_1-th Autocalled,288.94,1.02347,0,1.023,,,0.00046635,0.01246635,1
0_1-th Autocalled,324.079,1.02246,0,1.023,,,-0.000535384,0.011464616,1
0_1-th Autocalled,377.982,1.02279,0,1.023,,,-0.000208283,0.011791717,1
0_1-th Autocalled,303.519,1.02286,0,1.023,,,-0.000136012,0.011863988,1
0_1-th Autocalled,295.704,1.01613,0,1.023,,,-0.00686778,0.00513222,1
0_2-th Autocalled,316.004,1.04523,0,1.046,,,-0.000768027,0.011231973,1
0_1-th Autocalled,296.895,1.01764,0,1.023,,,-0.00536121,0.00663879,1
0_1-th Autocalled,290.53,1.01565,0,1.023,,,-0.00734627,0.00465373,1
0_1-th Autocalled,311.576,1.01963,0,1.023,,,-0.00337143,0.00862857,1
0_1-th Autocalled,283.68,-0.520151,0.00540837,1.023,,,-0.00890311,0.00309689,1
0_1-th Autocalled,307.228,1.02471,0,1.023,,,0.00171432,0.01371432,1
0_1-th Autocalled,296.061,1.01617,0,1.023,,,-0.00683046,0.00516954,1
0_1-th Autocalled,287.879,1.0227,0,1.023,,,-0.000304864,0.011695136,1
0_1-th Autocalled,309.224,1.02198,0,1.023,,,-0.00102137,0.01097863,1
0_1-th Autocalled,297.353,1.02097,0,1.023,,,-0.00202875,0.00997125,1
0_1-th Autocalled,327.965,1.02288,0,1.023,,,-0.000116365,0.011883635,1
0_1-th Autocalled,305.118,1.02033,0,1.023,,,-0.0026655,0.0093345,1
0_2-th Autocalled,293.988,1.03858,0,1.046,,,-0.00742031,0.00457969,1
0_1-th Autocalled,292.75,1.02566,0,1.023,,,0.002662,0.014662,1
0_1-th Autocalled,285.73,1.01913,0,1.023,,,-0.00387101,0.00812899,1
0_3-th Autocalled,281.23,1.07507,0,1.069,,,0.00606877,0.01806877,1
0_1-th Autocalled,343.243,1.02189,0,1.023,,,-0.00110868,0.01089132,1
0_6-th Autocalled,187.702,1.12842,0,1.138,,,-0.00957807,0.00242193,1
0_1-th Autocalled,334.183,1.02233,0,1.023,,,-0.000671783,0.011328217,1
0_3-th Autocalled,331.55,1.06626,0,1.069,,,-0.00274324,0.00925676,1
0_1-th Autocalled,317.264,1.02305,0,1.023,,,5.10E-05,0.012051009,1
0_1-th Autocalled,325.812,1.02224,0,1.023,,,-0.000757004,0.011242996,1
0_1-th Autocalled,308.73,1.0165,0,1.023,,,-0.0065049,0.0054951,1
0_1-th Autocalled,294.793,1.02037,0,1.023,,,-0.00263156,0.00936844,1
0_1-th Autocalled,311.164,1.01972,0,1.023,,,-0.0032769,0.0087231,1
0_1-th Autocalled,322.254,1.02258,0,1.023,,,-0.000423267,0.011576733,1
0_2-th Autocalled,283.499,0.407302,0.00220944,1.046,,,-0.0123226,-0.0003226,0
0_1-th Autocalled,283.281,-0.518081,0.00540837,1.023,,,-0.00899416,0.00300584,1
0_1-th Autocalled,286.625,1.02729,0,1.023,,,0.00429155,0.01629155,1
0_1-th Autocalled,320.854,1.02398,0,1.023,,,0.000980381,0.012980381,1
0_6-th Autocalled,216.649,1.15914,0,1.138,,,0.0211355,0.0331355,1
1_6-th Autocalled,160.249,0.00961604,0.00336451,0.539159,,,0.00961604,0.02161604,1
0_1-th Autocalled,312.52,1.02381,0,1.023,,,0.000811528,0.012811528,1
0_1-th Autocalled,309.628,1.02496,0,1.023,,,0.0019594,0.0139594,1
0_1-th Autocalled,318.602,1.02383,0,1.023,,,0.000830634,0.012830634,1
0_1-th Autocalled,302.736,1.02029,0,1.023,,,-0.00271029,0.00928971,1
0_3-th Autocalled,294.835,1.0709,0,1.069,,,0.00190329,0.01390329,1
0_1-th Autocalled,317.531,1.02402,0,1.023,,,0.00102494,0.01302494,1
1_5-th Autocalled,279.342,1.11382,0,1.115,,,-0.00117569,0.01082431,1
0_1-th Autocalled,317.483,1.02128,0,1.023,,,-0.00172356,0.01027644,1
0_1-th Autocalled,376.312,1.02137,0,1.023,,,-0.00162824,0.01037176,1
0_1-th Autocalled,300.682,1.01819,0,1.023,,,-0.00481189,0.00718811,1
1_6-th Autocalled,175.697,1.74E-05,0.00336451,0.591135,,,1.74E-05,0.012017441,1
0_1-th Autocalled,282.962,-0.729802,0.00615657,1.023,,,-0.0107254,0.0012746,1
0_1-th Autocalled,296.227,1.0227,0,1.023,,,-0.000297465,0.011702535,1
0_1-th Autocalled,299.765,1.02218,0,1.023,,,-0.000819936,0.011180064,1
0_1-th Autocalled,309.398,1.02109,0,1.023,,,-0.0019064,0.0100936,1
0_1-th Autocalled,292.775,1.01796,0,1.023,,,-0.00504075,0.00695925,1
0_6-th Autocalled,229.323,1.14349,0,1.138,,,0.00549065,0.01749065,1
0_6-th Autocalled,215.166,1.11217,0,1.138,,,-0.0258349,-0.0138349,0
0_1-th Autocalled,291.27,1.01579,0,1.023,,,-0.00721324,0.00478676,1
0_2-th Autocalled,320.95,1.0489,0,1.046,,,0.00290139,0.01490139,1
0_1-th Autocalled,299.953,1.01873,0,1.023,,,-0.0042662,0.0077338,1
0_1-th Autocalled,337.132,1.02225,0,1.023,,,-0.000752482,0.011247518,1
0_1-th Autocalled,304.513,1.02163,0,1.023,,,-0.0013687,0.0106313,1
0_1-th Autocalled,304.444,1.02995,0,1.023,,,0.00694645,0.01894645,1
0_1-th Autocalled,304.594,1.02703,0,1.023,,,0.00402943,0.01602943,1
0_2-th Autocalled,294.699,1.043,0,1.046,,,-0.00299732,0.00900268,1
0_1-th Autocalled,302.945,1.01515,0,1.023,,,-0.00784915,0.00415085,1
0_3-th Autocalled,270.633,1.06139,0,1.069,,,-0.00760881,0.00439119,1
0_1-th Autocalled,315.864,1.02682,0,1.023,,,0.0038199,0.0158199,1
0_1-th Autocalled,377.636,1.02359,0,1.023,,,0.000587773,0.012587773,1
0_3-th Autocalled,275.356,1.06115,0,1.069,,,-0.00785334,0.00414666,1
0_1-th Autocalled,372.652,1.02291,0,1.023,,,-9.02E-05,0.011909757,1
0_1-th Autocalled,336.625,1.0239,0,1.023,,,0.000897065,0.012897065,1
0_1-th Autocalled,314.452,1.02258,0,1.023,,,-0.000415436,0.011584564,1
0_1-th Autocalled,323.906,1.02405,0,1.023,,,0.00105099,0.01305099,1
0_1-th Autocalled,315.846,1.02144,0,1.023,,,-0.00156233,0.01043767,1
0_1-th Autocalled,305.6,1.02443,0,1.023,,,0.00143349,0.01343349,1
0_1-th Autocalled,325.133,1.02157,0,1.023,,,-0.00142508,0.01057492,1
0_4-th Autocalled,278.133,1.09357,0,1.092,,,0.00157232,0.01357232,1
0_3-th Autocalled,322.79,1.06583,0,1.069,,,-0.00316799,0.00883201,1
0_1-th Autocalled,287.842,1.02571,0,1.023,,,0.0027123,0.0147123,1
0_1-th Autocalled,335.238,1.02193,0,1.023,,,-0.0010681,0.0109319,1
0_1-th Autocalled,299.269,1.02259,0,1.023,,,-0.000414393,0.011585607,1
0_1-th Autocalled,313.95,1.02638,0,1.023,,,0.00337511,0.01537511,1
0_1-th Autocalled,351.517,1.02101,0,1.023,,,-0.00199143,0.01000857,1
0_1-th Autocalled,318.293,1.02338,0,1.023,,,0.000377646,0.012377646,1
0_1-th Autocalled,366.06,1.02395,0,1.023,,,0.000946439,0.012946439,1
0_1-th Autocalled,289,1.0223,0,1.023,,,-0.000701958,0.011298042,1
0_1-th Autocalled,312.053,1.02486,0,1.023,,,0.00185506,0.01385506,1
0_1-th Autocalled,292.671,1.01634,0,1.023,,,-0.00665682,0.00534318,1
0_1-th Autocalled,287.19,1.02242,0,1.023,,,-0.000583521,0.011416479,1
0_1-th Autocalled,310.339,1.01817,0,1.023,,,-0.00482689,0.00717311,1
0_1-th Autocalled,331.597,1.02211,0,1.023,,,-0.000887699,0.011112301,1
0_6-th Autocalled,215.838,1.1402,0,1.138,,,0.00219922,0.01419922,1
0_1-th Autocalled,305.624,1.02335,0,1.023,,,0.000346062,0.012346062,1
0_1-th Autocalled,314.934,1.02364,0,1.023,,,0.000637358,0.012637358,1
0_2-th Autocalled,286.464,1.04562,0,1.046,,,-0.00037752,0.01162248,1
0_1-th Autocalled,311.281,1.02096,0,1.023,,,-0.00204248,0.00995752,1
0_1-th Autocalled,308.951,1.02197,0,1.023,,,-0.00102987,0.01097013,1
0_1-th Autocalled,308.447,1.02231,0,1.023,,,-0.000688439,0.011311561,1
0_1-th Autocalled,298.259,1.02465,0,1.023,,,0.0016506,0.0136506,1
0_1-th Autocalled,304.155,1.02531,0,1.023,,,0.0023078,0.0143078,1
0_6-th Autocalled,223.725,1.11323,0,1.138,,,-0.0247669,-0.0127669,0
1_6-th Autocalled,115.356,0.000999266,0.00336451,0.388117,,,0.000999266,0.012999266,1
0_3-th Autocalled,291.25,1.06124,0,1.069,,,-0.00775976,0.00424024,1
0_1-th Autocalled,287.611,1.02253,0,1.023,,,-0.000471731,0.011528269,1
0_3-th Autocalled,292.3,1.06375,0,1.069,,,-0.00525391,0.00674609,1
0_2-th Autocalled,340.797,1.04764,0,1.046,,,0.00163914,0.01363914,1
0_1-th Autocalled,296.16,1.02461,0,1.023,,,0.00160747,0.01360747,1
0_1-th Autocalled,318.14,1.02945,0,1.023,,,0.00644857,0.01844857,1
0_1-th Autocalled,304.074,1.02049,0,1.023,,,-0.00250779,0.00949221,1
0_4-th Autocalled,272.758,1.0868,0,1.092,,,-0.00519826,0.00680174,1
0_5-th Autocalled,254.874,1.11306,0,1.115,,,-0.0019438,0.0100562,1
0_1-th Autocalled,315.872,1.02683,0,1.023,,,0.00382824,0.01582824,1
0_1-th Autocalled,298.488,1.0198,0,1.023,,,-0.0031958,0.0088042,1
0_2-th Autocalled,327.585,1.04036,0,1.046,,,-0.00564314,0.00635686,1
0_3-th Autocalled,282.069,1.06697,0,1.069,,,-0.00202544,0.00997456,1
0_1-th Autocalled,308.901,1.02397,0,1.023,,,0.000970901,0.012970901,1
0_1-th Autocalled,322.703,1.02337,0,1.023,,,0.000367317,0.012367317,1
1_6-th Autocalled,230.167,0.00662611,0.00336451,0.7744,,,0.00662611,0.01862611,1
0_1-th Autocalled,313.789,1.02422,0,1.023,,,0.00122472,0.01322472,1
0_3-th Autocalled,287.293,1.07005,0,1.069,,,0.00105153,0.01305153,1
0_1-th Autocalled,306.711,1.02184,0,1.023,,,-0.00115801,0.01084199,1
0_1-th Autocalled,293.408,1.02345,0,1.023,,,0.000450702,0.012450702,1
0_2-th Autocalled,334.307,1.04264,0,1.046,,,-0.00336252,0.00863748,1
1_6-th Autocalled,178.154,-0.00915209,0.00336451,0.599402,,,-0.00915209,0.00284791,1
0_1-th Autocalled,303.285,1.01799,0,1.023,,,-0.00501484,0.00698516,1
1_6-th Autocalled,126.814,-0.0146199,0.00336451,0.426667,,,-0.0146199,-0.0026199,0
0_1-th Autocalled,333.923,1.02262,0,1.023,,,-0.000377958,0.011622042,1
0_5-th Autocalled,280.592,1.11587,0,1.115,,,0.000868871,0.012868871,1
0_1-th Autocalled,289.109,1.02325,0,1.023,,,0.000245988,0.012245988,1
0_1-th Autocalled,291.167,1.0254,0,1.023,,,0.00240294,0.01440294,1
0_1-th Autocalled,309.974,1.02373,0,1.023,,,0.000728372,0.012728372,1
1_6-th Autocalled,158.474,-0.0037713,0.00336451,0.533186,,,-0.0037713,0.0082287,1
0_1-th Autocalled,291.686,1.02384,0,1.023,,,0.000842529,0.012842529,1
1_6-th Autocalled,133.319,-0.00391283,0.00336451,0.448553,,,-0.00391283,0.00808717,1
0_1-th Autocalled,285.923,1.02286,0,1.023,,,-0.000144349,0.011855651,1
0_1-th Autocalled,300.983,1.02694,0,1.023,,,0.00394448,0.01594448,1
0_6-th Autocalled,228.459,1.12356,0,1.138,,,-0.0144411,-0.0024411,0
0_1-th Autocalled,359.415,1.0231,0,1.023,,,0.000104003,0.012104003,1
0_1-th Autocalled,336.56,1.02419,0,1.023,,,0.001186,0.013186,1
0_1-th Autocalled,324.672,1.02334,0,1.023,,,0.000344213,0.012344213,1
0_1-th Autocalled,341.401,1.02217,0,1.023,,,-0.000834302,0.011165698,1
0_1-th Autocalled,302.889,1.0215,0,1.023,,,-0.00150481,0.01049519,1
1_6-th Autocalled,187.719,0.00379264,0.00336451,0.631583,,,0.00379264,0.01579264,1
0_1-th Autocalled,292.349,1.01942,0,1.023,,,-0.00357618,0.00842382,1
0_5-th Autocalled,288.075,1.09827,0,1.115,,,-0.016726,-0.004726,0
0_1-th Autocalled,325.525,1.02176,0,1.023,,,-0.00124366,0.01075634,1
0_1-th Autocalled,285.595,1.01455,0,1.023,,,-0.00844846,0.00355154,1
0_1-th Autocalled,339.779,1.02343,0,1.023,,,0.000433815,0.012433815,1
0_1-th Autocalled,328.98,1.02208,0,1.023,,,-0.000916694,0.011083306,1
0_1-th Autocalled,285.71,1.02401,0,1.023,,,0.00100781,0.01300781,1
0_2-th Autocalled,304.916,1.04742,0,1.046,,,0.00142051,0.01342051,1
0_1-th Autocalled,285.406,1.02137,0,1.023,,,-0.00163019,0.01036981,1
0_1-th Autocalled,334.432,1.02126,0,1.023,,,-0.00174012,0.01025988,1
0_1-th Autocalled,309.465,1.02357,0,1.023,,,0.000571108,0.012571108,1
0_1-th Autocalled,296.398,1.02156,0,1.023,,,-0.00143929,0.01056071,1
1_6-th Autocalled,135.397,-0.0227765,0.00336451,0.455544,,,-0.0227765,-0.0107765,0
1_6-th Autocalled,144.016,0.0020527,0.00336451,0.484542,,,0.0020527,0.0140527,1
0_1-th Autocalled,313.26,1.02376,0,1.023,,,0.000764384,0.012764384,1
0_4-th Autocalled,279.58,1.10008,0,1.092,,,0.00807903,0.02007903,1
0_1-th Autocalled,290.125,1.01931,0,1.023,,,-0.00368691,0.00831309,1
0_1-th Autocalled,317.623,1.02313,0,1.023,,,0.00013361,0.01213361,1
0_1-th Autocalled,320.662,1.02361,0,1.023,,,0.000609523,0.012609523,1
0_6-th Autocalled,251.897,1.14482,0,1.138,,,0.00682451,0.01882451,1
